0.0,48.9875966885,8.4697082914,0.0,0.0
0.0,48.9876111702,8.4697235462,0.0,0.0
0.0,48.9876256519,8.4697388010,0.0,0.0
0.0,48.9876401336,8.4697540559,0.0,0.0
0.0,48.9876546153,8.4697693107,0.0,0.0
0.0,48.9876690970,8.4697845656,0.0,0.0
0.0,48.9876835787,8.4697998204,0.0,0.0
0.0,48.9876980603,8.4698150753,0.0,0.0
0.0,48.9877125420,8.4698303302,0.0,0.0
0.0,48.9877270237,8.4698455851,0.0,0.0
0.0,48.9877415054,8.4698608400,0.0,0.0
0.0,48.9877559871,8.4698760949,0.0,0.0
0.0,48.9877704687,8.4698913498,0.0,0.0
0.0,48.9877849504,8.4699066048,0.0,0.0
0.0,48.9877994321,8.4699218597,0.0,0.0
0.0,48.9878139137,8.4699371147,0.0,0.0
0.0,48.9878283954,8.4699523696,0.0,0.0
0.0,48.9878428771,8.4699676246,0.0,0.0
0.0,48.9878573587,8.4699828796,0.0,0.0
0.0,48.9878718404,8.4699981346,0.0,0.0
0.0,48.9878863220,8.4700133895,0.0,0.0
0.0,48.9879008037,8.4700286445,0.0,0.0
0.0,48.9879152853,8.4700438996,0.0,0.0
0.0,48.9879297670,8.4700591546,0.0,0.0
0.0,48.9879442486,8.4700744096,0.0,0.0
0.0,48.9879587303,8.4700896646,0.0,0.0
0.0,48.9879732119,8.4701049197,0.0,0.0
0.0,48.9879876936,8.4701201747,0.0,0.0
0.0,48.9880021752,8.4701354298,0.0,0.0
0.0,48.9880166569,8.4701506849,0.0,0.0
0.0,48.9880311385,8.4701659400,0.0,0.0
0.0,48.9880456201,8.4701811951,0.0,0.0
0.0,48.9880601018,8.4701964502,0.0,0.0
0.0,48.9880745834,8.4702117053,0.0,0.0
0.0,48.9880890650,8.4702269604,0.0,0.0
0.0,48.9881035466,8.4702422155,0.0,0.0
0.0,48.9881127921,8.4702629601,0.0,0.0
0.0,48.9881220376,8.4702837047,0.0,0.0
0.0,48.9881312831,8.4703044493,0.0,0.0
0.0,48.9881405285,8.4703251939,0.0,0.0
0.0,48.9881497740,8.4703459385,0.0,0.0
0.0,48.9881590195,8.4703666832,0.0,0.0
0.0,48.9881682649,8.4703874278,0.0,0.0
0.0,48.9881775104,8.4704081724,0.0,0.0
0.0,48.9881867558,8.4704289171,0.0,0.0
0.0,48.9881890692,8.4704523406,0.0,0.0
0.0,48.9881913825,8.4704757642,0.0,0.0
0.0,48.9881936958,8.4704991878,0.0,0.0
